GWINNETT STRIPERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Owner,,,Sean,,,,MLB,,,34,,Tax Bill Paid,No,,League Year,,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038
,,,,Joined,,,2024,,,,40 Man,,,34,,Years Paid,,,Payroll,,"182,688,571","141,778,571","90,528,571","19,828,571","19,828,571","8,400,000","8,400,000","8,400,000",0,0,0,0,0
,,,,Franchise Record,,,77-38,,,,Minors,,,63,,Status,,,Dead Money,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,Playoff Appearances,,,1,,,,Rotation,,,7,,Future Status,,,Total Payroll,,"182,688,571","141,778,571","90,528,571","19,828,571","19,828,571","8,400,000","8,400,000","8,400,000",0,0,0,0,0
,,,,NL Central Titles,,,0,,,,Injured List,,,0,,Extensions,2,,Luxury Tax Space,,"58,311,429","102,221,429","153,471,429","224,171,429","224,171,429","235,600,000","235,600,000","235,600,000","244,000,000","244,000,000","244,000,000","244,000,000","244,000,000"
,,,,NL Pennants,,,0,,,,60 Day IL,,,0,,Restructure,1,,Payroll % Active,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,,,,,
,,,,World Series Championships,,,0,,,,,,,,,,,,Payroll % Inactive,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038
P O S I T I O N   P L A Y E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,C,Tyler Stephenson,CIN,ARB 3,UFA,,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,C,Pedro Pages,STL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,1B,Jake Cronenworth,SD,"11,428,571","11,428,571","11,428,571","11,428,571","11,428,571",UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,2B,Marcus Semien,TEX,"25,000,000","25,000,000","37,500,000",UFA,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,2B,Ketel Marte,ARI,"15,200,000","15,200,000","15,200,000",UFA,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,2B,Jeff Mcneil,NYM,"12,500,000","15,750,000",UFA,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,,,2B,Mauricio Dubon,HOU,ARB 4,UFA,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,2B,Nick Sogard,BOS,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,SS,Daniel Schneemann,CLE,"6,000,000","6,000,000",UFA,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,SS,Jackson Holliday,BAL,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,3B,Max Muncy,LAD,"12,000,000",UFA,,,,,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,3B,Vinny Capra,MIL,"760,000",TC,ARB1,ARB2,ARB3,UFA,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,3B,Eric Wagaman,MIA,"760,000",TC,ARB1,ARB2,ARB3,UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,OF,Will Brennan,CLE,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,OF,Jesse Winker,NYM,"13,000,000","13,000,000",UFA,,,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,OF,Nathan Lukes,TOR,"9,000,000","9,000,000",UFA,,,,,,,,,,
,X,,,,,12/30,,,,,,,,,,,,UT,Jahmai Jones,NYY,"760,000",TC,ARB1,ARB2,ARB3,UFA,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,2B,Nick Loftin,KC,"760,000",TC,ARB1,ARB2,ARB3,UFA,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,OF,Jake Mangum,TB,"760,000",TC,ARB1,ARB2,ARB3,UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P I T C H E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,SP,Brandon Woodruff,MIL,"20,000,000",UFA,,,,,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,SP,Tanner Houck,BOS,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,SP,Kyle Wright,KC,ARB 3,UFA,,,,,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,SP,Ronel Blanco,HOU,"760,000",ARB1,ARB2,ARB3,UFA,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,SP,James McArthur,KC,"760,000",ARB1,ARB2,ARB3,UFA,,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,SP,Landen Roupp,SF,"760,000",TC,ARB1,ARB2,ARB3,UFA,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,SP,Nestor Cortes,NYY,"8,400,000","8,400,000","8,400,000","8,400,000","8,400,000","8,400,000","8,400,000","8,400,000",UFA,,,,
X,,X,,,,12/30,25,,,,,,,,,,,SP,Sawyer Gipson-Long,DET,"760,000",TC,ARB1,ARB2,ARB3,UFA,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,SP,Luis Gil,NYY,"760,000",ARB1,ARB2,ARB3,UFA,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,SP,Logan Webb,SF,"18,000,000","18,000,000","18,000,000",UFA,,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,SP,Joe Musgrove,SD,"20,000,000","20,000,000",UFA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
